Timestamp,Inplay delay,Market status,Selection ID,Selection name,BP1,BV1,BP2,BV2,BP3,BV3,LP1,LV1,LP2,LV2,LP3,LV3,Total matched,LPM, Set1, Set2, Set3, Points 
1321377099646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377100646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377101646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377102646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377103646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377104646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377105646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377106646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377107646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377108646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377109646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377110646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377111646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377112646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377113646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377114646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377115646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377116646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377117646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377118646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377119646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377120646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377121646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377122646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377123646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377124646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377125646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377126646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377127646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377128646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377129646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377130646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377131646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377132646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377133646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377134646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377135646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377136646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377137646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377138646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377139646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377140646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377141646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377142646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377143646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377144646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377145646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377146646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377147646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377148646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377149646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377150646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377151646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377152646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377153646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377154646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377155646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377156646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377157646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377158646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377159646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377160646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377161646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377162646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377163646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377164646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377165646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377166646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377167646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377168646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377169646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377170646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377171646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377172646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377173646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377174646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377175646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377176646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377177646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377178646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377179646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377180646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377181646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377182646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377183646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377184646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377185646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377186646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377187646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377188646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377189646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377190646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377191646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377192646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377193646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377194646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377195646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377196646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377197646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377198646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377199646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377200646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377201646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377202646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377203646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377204646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377205646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377206646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377207646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377208646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377209646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377210646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377211646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377212646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377213646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377214646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377215646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377216646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377217646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377218646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377219646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377220646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377221646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377222646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377223646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377224646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377225646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377226646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377227646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377228646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377229646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377230646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377231646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377232646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377233646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377234646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377235646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377236646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377237646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377238646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377239646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377240646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377241646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377242646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377243646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377244646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377245646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377246646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377247646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377248646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377249646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377250646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377251646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377252646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377253646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377254646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377255646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377256646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377257646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377258646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377259646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377260646,5,ACTIVE,2249229,Novak Djokovic,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
1321377261646,5,ACTIVE,2251410,Rafael Nadal,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,1.66,23456,0,1.6,0,0,0,0,
